fir_number,crime_case_id,investigating_officer_id,complainant_name,complainant_contact,sections,filed_at,status,narrative,attachments,dataset_provenance,source_import_job_id,source_file,source_row_ref,id,created_at,updated_at
FIR-291/DET/2026,dc35f15f-5d13-4fe4-9382-03d6de3bd6d0,5bbc94f3-51a0-47de-802a-dd4b4ccedab1,Eshwarappa,+91 98800 00020,"IPC 379, 457",2025-08-08 05:25:00,closed,Backend-seeded FIR for CR-2026-DET-192; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-192.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-192.pdf"", ""size"": 284100}]",demo,,,,24a0e12e-6b13-4e34-9d9b-f70f9200f8d9,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-127/DET/2026,5211efc7-6c7b-4d21-b168-c1066e17b6a2,2fd383db-cd0b-4cca-9161-74533c0a3647,State Complainant,,"IPC 379, 457",2024-04-02 03:20:00,registered,Backend-seeded FIR for CR-2026-DET-028; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-028.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-028.pdf"", ""size"": 284100}]",demo,,,,24e56698-0568-4be7-a8b4-1681d3edc081,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-167/DET/2026,c3db2e8e-6b48-4373-94b4-9860bc7d63c1,219a87ba-850b-48e5-8a33-2151a3337db0,Anupama Sharma,+91 98800 00030,"IPC 323, 324",2024-07-31 20:00:00,registered,Backend-seeded FIR for CR-2026-DET-068; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-068.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-068.pdf"", ""size"": 284100}]",demo,,,,25ef72d8-f053-45b1-b3f0-635768d1bcd7,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-283/DET/2026,034a10c5-3ff7-49bc-923a-c306609ec396,b9af6e21-ff39-4174-bce7-d4fcdcfc9a9d,Asha Rao,+91 98800 00003,MMDR Act 21,2025-07-13 01:05:00,closed,Backend-seeded FIR for CR-2026-DET-184; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-184.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-184.pdf"", ""size"": 284100}]",demo,,,,27e93d11-f4e9-469e-85f3-129e7740216f,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-115/DET/2026,e7d97f9c-3d49-46d0-8a73-33254870a568,bf35b187-ebe7-4b59-8410-4293f883621a,Rajesh Kharvi,+91 98800 00041,"IPC 379, 457",2024-02-25 06:20:00,registered,Backend-seeded FIR for CR-2026-DET-016; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-016.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-016.pdf"", ""size"": 284100}]",demo,,,,28955550-4b04-4789-9b9d-c5f3e154c251,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-312/DET/2026,e5b20dbe-cc36-4197-af86-23ca596500cb,6d399214-9acb-4a0b-98c8-ae0b2a17b775,Ramesh Gowda,+91 98800 00033,"IPC 379, 457",2025-10-11 02:15:00,closed,Backend-seeded FIR for CR-2026-DET-213; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-213.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-213.pdf"", ""size"": 284100}]",demo,,,,28c8c48d-649a-4af9-82b3-d948578e8f10,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-266/DET/2026,fff3a7f9-3c36-4ed2-9e97-3c57508fe2b0,b19d0b00-458c-4d08-b530-342a4d4f368b,Chitra K,+91 98800 00018,Excise Act 32,2025-05-23 04:25:00,closed,Backend-seeded FIR for CR-2026-DET-167; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-167.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-167.pdf"", ""size"": 284100}]",demo,,,,2a0af4ba-f540-44a4-b361-7c8fa93815c3,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-304/DET/2026,f6764b0c-32d9-44a9-97d9-9f59e40ad00f,e44eac9d-cdbe-4431-b175-c6dd48feca28,Rajendra Prasad,+91 98800 00009,"IPC 447, 506",2025-09-13 21:50:00,registered,Backend-seeded FIR for CR-2026-DET-205; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-205.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-205.pdf"", ""size"": 284100}]",demo,,,,2b38b20f-9587-4fc5-aca7-8bb444152eb3,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-120/DET/2026,5d5b45d4-5dc9-4f52-9839-9c2f1bc7fa07,314c456a-4c37-43b1-99a0-4b6239463b6f,Sunita Devi,+91 98800 00006,"IPC 379, 457",2024-03-14 05:05:00,registered,Backend-seeded FIR for CR-2026-DET-021; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-021.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-021.pdf"", ""size"": 284100}]",demo,,,,2c2c6e00-a493-4fbc-aa39-6059f20ee1c8,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-205/DET/2026,4426bc25-e5fb-426f-8d50-679cfc5da621,27fea9ae-f398-4c45-a286-94af0bd08807,Suma B,+91 98800 00014,MMDR Act 21,2024-11-24 05:25:00,registered,Backend-seeded FIR for CR-2026-DET-106; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-106.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-106.pdf"", ""size"": 284100}]",demo,,,,2c3feb6d-2a61-49a0-9873-c0e229e80010,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-208/DET/2026,0ab05469-c5ce-46d6-b804-e45ab1c10ac8,c64ed64b-cdd0-4f79-9a2a-f2df9ce61320,State Complainant,,"DV Act, IPC 498A",2024-11-30 02:15:00,registered,Backend-seeded FIR for CR-2026-DET-109; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-109.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-109.pdf"", ""size"": 284100}]",demo,,,,2cd03bf2-8dec-4e13-a2c3-2ac0492e579d,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-367/DET/2026,f8eeedc4-d280-47fc-adbe-048a0ba88423,ca5236a4-32f9-4a78-8e38-29bb36d03874,State Complainant,,Excise Act 32,2026-03-21 21:55:00,registered,Backend-seeded FIR for CR-2026-DET-268; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-268.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-268.pdf"", ""size"": 284100}]",demo,,,,2d871ebe-bc0b-4a42-ba1b-a168b205983d,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-407/DET/2026,734c2c88-b1d6-4118-933c-84e15c59f1fd,e44eac9d-cdbe-4431-b175-c6dd48feca28,Rajesh Kharvi,+91 98800 00041,Excise Act 32,2026-07-23 08:40:00,registered,Backend-seeded FIR for CR-2026-DET-308; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-308.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-308.pdf"", ""size"": 284100}]",demo,,,,2f7a2f36-48aa-4576-b474-48ff516c63e9,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-231/DET/2026,bfa69473-c007-460c-9cfe-7ea32bfadfed,905faca5-a4ac-49a1-bc88-1d5e1907b6cb,Bharat Hegde,+91 98800 00017,Excise Act 32,2025-02-08 06:15:00,registered,Backend-seeded FIR for CR-2026-DET-132; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-132.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-132.pdf"", ""size"": 284100}]",demo,,,,304bd1f4-c02f-492c-9207-ae71eb637d9b,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-334/MNG/2026,a096c3ab-bf86-4217-a4ac-b8c7faa9ea97,83c263dd-8664-438d-8f3e-f73f66c623f9,Irfan Ahmed,+91 98800 00024,"IPC 324, 506",2026-08-02 11:45:00,closed,Backend-seeded FIR for CR-2026-MNG-004; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-MNG-004.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-MNG-004.pdf"", ""size"": 284100}]",demo,,,,309846d4-a150-4972-8edd-ed15d685d64c,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-280/DET/2026,8c3af1c1-b5f0-4cda-974e-5fd2af961094,5121147d-f1ba-4bf4-9391-f5b7bb9124fb,State Complainant,,"IPC 420, IT Act 66D",2025-07-05 19:45:00,closed,Backend-seeded FIR for CR-2026-DET-181; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-181.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-181.pdf"", ""size"": 284100}]",demo,,,,31e36ed5-171c-4a44-8f1e-f60569cf06ca,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-143/DET/2026,25c799cd-e971-4437-9c5e-0d76fc07c672,8e38105b-15a3-48cb-8fe4-88a34542ccfa,State Complainant,,"IPC 323, 324",2024-05-22 01:45:00,registered,Backend-seeded FIR for CR-2026-DET-044; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-044.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-044.pdf"", ""size"": 284100}]",demo,,,,3219327e-289f-41a0-b738-7b85e9592a23,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-118/DET/2026,84f79fe6-54f7-4ff0-baef-5488318d562e,b19d0b00-458c-4d08-b530-342a4d4f368b,Mahantesh Patil,+91 98800 00027,"IPC 447, 506",2024-03-05 22:25:00,closed,Backend-seeded FIR for CR-2026-DET-019; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-019.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-019.pdf"", ""size"": 284100}]",demo,,,,33d13bb0-9f5b-467f-b494-c7316f8745d3,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-378/DET/2026,09fe6c49-e47a-4e73-9929-ed7c9520a38b,83c263dd-8664-438d-8f3e-f73f66c623f9,Chitra K,+91 98800 00018,MMDR Act 21,2026-04-24 07:35:00,closed,Backend-seeded FIR for CR-2026-DET-279; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-279.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-279.pdf"", ""size"": 284100}]",demo,,,,3456d3a0-5019-4b68-a258-0ded5c10a75b,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-374/DET/2026,1a850195-143c-47c9-8c15-9d2f9cc82634,e44eac9d-cdbe-4431-b175-c6dd48feca28,State Complainant,,"DV Act, IPC 498A",2026-04-15 00:05:00,closed,Backend-seeded FIR for CR-2026-DET-275; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-275.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-275.pdf"", ""size"": 284100}]",demo,,,,34dc755e-8d86-4a68-971f-4109a2238f5e,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-340/DET/2026,e1bcdee5-3a8f-4a70-af2e-c748d12e43ca,ca5236a4-32f9-4a78-8e38-29bb36d03874,Dr. Vinay Murthy,+91 98800 00002,MMDR Act 21,2025-12-30 09:35:00,registered,Backend-seeded FIR for CR-2026-DET-241; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-241.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-241.pdf"", ""size"": 284100}]",demo,,,,351d22e3-c50e-4163-9150-2c5bc9991666,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-951/CB/2026,ea067cc1-1c97-4507-8bf8-6b2b9c80db50,bf35b187-ebe7-4b59-8410-4293f883621a,State Complainant,,"IPC 447, 468",2026-08-03 14:10:00,registered,Backend-seeded FIR for CR-2026-CB-001; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-CB-001.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-CB-001.pdf"", ""size"": 284100}]",demo,,,,359d6072-28b0-4806-bc8e-6aa4a4bb3102,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-325/DET/2026,f394225d-055f-4dd8-ab3f-daa8950bb908,6d399214-9acb-4a0b-98c8-ae0b2a17b775,State Complainant,,"DV Act, IPC 498A",2025-11-19 21:00:00,closed,Backend-seeded FIR for CR-2026-DET-226; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-226.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-226.pdf"", ""size"": 284100}]",demo,,,,36cb6543-d5fc-42ce-bd02-0133cbc38c2a,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-243/DET/2026,28b3122f-7ceb-4d4e-bdef-4665211ff616,f477b6e3-1f4a-46d7-a02e-bb78a32dd82b,State Complainant,,"IPC 420, IT Act 66D",2025-03-17 18:20:00,closed,Backend-seeded FIR for CR-2026-DET-144; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-144.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-144.pdf"", ""size"": 284100}]",demo,,,,36ff7e93-87d3-494f-9729-6948ead02ecb,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-220/DET/2026,416abfd1-997c-4bcb-a746-8c408b713b3f,c64ed64b-cdd0-4f79-9a2a-f2df9ce61320,State Complainant,,"NDPS 21, 22",2025-01-04 03:55:00,registered,Backend-seeded FIR for CR-2026-DET-121; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-121.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-121.pdf"", ""size"": 284100}]",demo,,,,3a2427ae-4f48-495c-bf0e-aeedba0cb275,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-144/TMK/2026,d1871ab1-15ba-4407-84cc-93fee2c7c555,32ef8189-db8a-47c3-b687-3bf34a097b2b,State Complainant,,IPC 323,2026-07-30 01:45:00,closed,Backend-seeded FIR for CR-2026-TMK-001; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-TMK-001.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-TMK-001.pdf"", ""size"": 284100}]",demo,,,,3a3579c3-0317-4f9f-a51d-d7ea7c3c4bb2,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-398/DET/2026,7e2bb549-4e67-48fe-ba6a-8c2d44e35f11,32ef8189-db8a-47c3-b687-3bf34a097b2b,State Complainant,,"NDPS 21, 22",2026-06-25 02:35:00,closed,Backend-seeded FIR for CR-2026-DET-299; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-299.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-299.pdf"", ""size"": 284100}]",demo,,,,3a82cc0d-9dc3-42e5-a0b0-8dbf7889af21,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-199/DET/2026,27e38e27-2326-4800-8aa9-adebe6f7adb3,b19d0b00-458c-4d08-b530-342a4d4f368b,Arun Kumar,+91 98800 00038,"IPC 323, 324",2024-11-05 20:15:00,registered,Backend-seeded FIR for CR-2026-DET-100; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-100.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-100.pdf"", ""size"": 284100}]",demo,,,,3ac32e89-8e86-4d48-a432-503c418e2574,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-375/DET/2026,30aecfc2-d880-40d5-a683-1a291a328b2e,2fd383db-cd0b-4cca-9161-74533c0a3647,Sunita Devi,+91 98800 00006,"IPC 447, 506",2026-04-17 16:00:00,registered,Backend-seeded FIR for CR-2026-DET-276; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-276.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-276.pdf"", ""size"": 284100}]",demo,,,,3aeed89e-581a-4f37-a9d7-062faab5ff98,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-394/DET/2026,d5a5ea16-cede-4fbc-b423-2f09e43f96a1,c01b3bfb-4c1b-4e70-bd24-9411fd4745f0,Ayesha Parveen,+91 98800 00016,"IPC 447, 506",2026-06-14 12:55:00,registered,Backend-seeded FIR for CR-2026-DET-295; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-295.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-295.pdf"", ""size"": 284100}]",demo,,,,3aef3e22-366f-4be0-9889-08959b902b6b,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-251/DET/2026,b08a6b5b-647e-4aa3-b791-3cb404b65f4f,27fea9ae-f398-4c45-a286-94af0bd08807,State Complainant,,"IPC 420, IT Act 66D",2025-04-08 23:15:00,closed,Backend-seeded FIR for CR-2026-DET-152; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-152.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-152.pdf"", ""size"": 284100}]",demo,,,,3b01d84a-3b88-4531-a843-f495db7a5d9a,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-259/DET/2026,5acafa13-6059-455f-ac2a-8c3cea9372ab,5bbc94f3-51a0-47de-802a-dd4b4ccedab1,State Complainant,,"IPC 420, IT Act 66D",2025-05-02 14:55:00,registered,Backend-seeded FIR for CR-2026-DET-160; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-160.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-160.pdf"", ""size"": 284100}]",demo,,,,3b5672aa-2b5e-424a-b78d-f54e72a55a1c,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-200/DET/2026,d48854cb-ed01-4856-a50e-229ec5ed648c,b19d0b00-458c-4d08-b530-342a4d4f368b,Pradeep Naik,+91 98800 00013,Excise Act 32,2024-11-06 00:00:00,closed,Backend-seeded FIR for CR-2026-DET-101; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-101.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-101.pdf"", ""size"": 284100}]",demo,,,,3bc81506-b3e4-40fe-8fa8-5a1e484b2e84,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-802/CMR/2026,986c244c-4d59-457a-aa8b-a18f4738ff7e,a42d03ad-0de6-4b92-96ef-5ab3f60aff1e,State Complainant,,"IPC 447, 468",2026-08-05 19:55:00,registered,Backend-seeded FIR for CR-2026-CMR-002; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-CMR-002.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-CMR-002.pdf"", ""size"": 284100}]",demo,,,,3c0631ba-dd76-4fb3-8aae-e8f39616ddfd,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-289/DET/2026,4e3fa34d-7046-457c-a308-6d9c7a1fe4d2,32ef8189-db8a-47c3-b687-3bf34a097b2b,Ayesha Parveen,+91 98800 00016,"NDPS 21, 22",2025-07-31 05:40:00,closed,Backend-seeded FIR for CR-2026-DET-190; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-190.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-190.pdf"", ""size"": 284100}]",demo,,,,3c0e3b42-dbcb-4b91-a36e-9aa90cf270e3,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-053/BNG/2026,afce8adf-1722-477f-bcdc-4b72e8b78acc,643e99ee-2480-49cb-b1b0-23ff69b53493,Anupama Sharma,+91 98800 00030,"IPC 380, 457",2026-08-24 00:20:00,registered,Backend-seeded FIR for CR-2026-BNG-003; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-BNG-003.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-BNG-003.pdf"", ""size"": 284100}]",demo,,,,3c783ef3-45ba-42d9-afe1-f61dff80b702,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-502/DVG/2026,3b4df870-093f-4f58-801b-9dd818088fc8,c31cd5b1-71b1-4e9d-a06b-9fadde8f9e6f,State Complainant,,"NDPS 20, 21",2026-08-21 06:00:00,registered,Backend-seeded FIR for CR-2026-DVG-002; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DVG-002.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DVG-002.pdf"", ""size"": 284100}]",demo,,,,3ca01494-a635-4fed-b72d-876043ee97d9,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-348/DET/2026,0742ce48-10b4-4c00-b028-a26687e17c6c,32ef8189-db8a-47c3-b687-3bf34a097b2b,State Complainant,,"NDPS 21, 22",2026-01-28 00:00:00,closed,Backend-seeded FIR for CR-2026-DET-249; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-249.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-249.pdf"", ""size"": 284100}]",demo,,,,3d0494f5-d3ca-4610-a787-30591dc7882c,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-145/DET/2026,dcac688f-9d4c-4f2d-b9ef-525c65c5b504,c64ed64b-cdd0-4f79-9a2a-f2df9ce61320,Sunanda Poojary,+91 98800 00040,"DV Act, IPC 498A",2024-05-25 20:20:00,registered,Backend-seeded FIR for CR-2026-DET-046; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-046.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-046.pdf"", ""size"": 284100}]",demo,,,,3d366766-0cd2-44c4-b544-82f3c576a3ef,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-418/DET/2026,6e37397e-e931-4b33-ac19-0cb47545ed56,31d37711-b1aa-44be-b8fd-c1a4355577d9,State Complainant,,"IPC 420, IT Act 66D",2026-08-23 14:30:00,registered,Backend-seeded FIR for CR-2026-DET-319; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-319.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-319.pdf"", ""size"": 284100}]",demo,,,,3df13b09-aaa4-4f2d-ae9a-50858c9e453e,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-265/DET/2026,eba3ce79-9437-4393-b2ce-6fae88680030,c01b3bfb-4c1b-4e70-bd24-9411fd4745f0,Shobha Patil,+91 98800 00010,MMDR Act 21,2025-05-21 03:00:00,registered,Backend-seeded FIR for CR-2026-DET-166; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-166.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-166.pdf"", ""size"": 284100}]",demo,,,,3f21556f-5250-430b-8f75-6c5623143ee3,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-162/DET/2026,3081447a-6053-416e-a9f9-18f68721ecb5,2fd383db-cd0b-4cca-9161-74533c0a3647,Vasanth Kumar,+91 98800 00035,"IPC 323, 324",2024-07-14 09:15:00,closed,Backend-seeded FIR for CR-2026-DET-063; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-063.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-063.pdf"", ""size"": 284100}]",demo,,,,3f7db885-6fa6-4152-b71d-2374e7a59e53,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-156/DET/2026,c9465472-2a6a-4245-b855-a987c10bd2e7,59c075bd-c5d7-48bc-b115-91f5b0d2cf7b,Vasanth Kumar,+91 98800 00035,"IPC 420, IT Act 66D",2024-06-28 20:40:00,closed,Backend-seeded FIR for CR-2026-DET-057; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-057.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-057.pdf"", ""size"": 284100}]",demo,,,,3f895667-1e21-466b-a4ce-8d56c57bcee2,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-257/DET/2026,608ec7d1-8d99-4725-b0a5-8189d140c381,5121147d-f1ba-4bf4-9391-f5b7bb9124fb,State Complainant,,"IPC 379, 457",2025-04-27 04:05:00,registered,Backend-seeded FIR for CR-2026-DET-158; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-158.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-158.pdf"", ""size"": 284100}]",demo,,,,3fccd23f-580d-4647-9896-9ff55b41b650,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-501/DVG/2026,2fb8f4d0-451d-4197-ae22-ff0474657938,c31cd5b1-71b1-4e9d-a06b-9fadde8f9e6f,Padmavathi,+91 98800 00039,"IPC 379, 457",2026-08-16 04:40:00,registered,Backend-seeded FIR for CR-2026-DVG-001; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DVG-001.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DVG-001.pdf"", ""size"": 284100}]",demo,,,,401521c3-89c6-4214-8841-f6893a9360bb,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-232/DET/2026,09e63973-add2-4269-b2b6-2e107969cbaf,4c15aede-a2ad-4322-bb3e-1264d9593b53,State Complainant,,"IPC 447, 506",2025-02-12 15:45:00,closed,Backend-seeded FIR for CR-2026-DET-133; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-133.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-133.pdf"", ""size"": 284100}]",demo,,,,40cd8e4e-14e6-4d05-b3b0-d9473c268a7d,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-108/DET/2026,0bfac0ed-4420-4578-9171-cfb3a6807d73,2fd383db-cd0b-4cca-9161-74533c0a3647,Rajesh Kharvi,+91 98800 00041,"IPC 323, 324",2024-02-06 10:35:00,registered,Backend-seeded FIR for CR-2026-DET-009; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-009.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-009.pdf"", ""size"": 284100}]",demo,,,,40ed29a7-62d3-4f9b-86bb-8233ddf0c8e8,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-316/DET/2026,e61d0115-0d9c-4136-b020-65a6801fc866,c01b3bfb-4c1b-4e70-bd24-9411fd4745f0,Shashikala Devi,+91 98800 00034,"DV Act, IPC 498A",2025-10-19 19:30:00,registered,Backend-seeded FIR for CR-2026-DET-217; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-217.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-217.pdf"", ""size"": 284100}]",demo,,,,40ee1e03-a3ba-4840-8df5-d217896e48cb,2026-08-29 12:45:08,2026-08-29 12:45:08
